Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NGA,Nigeria,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NGA,Nigeria,28156,Is this country on the FCV list?,Value,1,1,0,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
NGA,Nigeria,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
NIC,Nicaragua,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
NIC,Nicaragua,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
NIC,Nicaragua,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
NIC,Nicaragua,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NIC,Nicaragua,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NIC,Nicaragua,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
NIC,Nicaragua,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
NLD,Netherlands,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
NLD,Netherlands,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
NLD,Netherlands,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
NLD,Netherlands,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NLD,Netherlands,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
NOR,Norway,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
NOR,Norway,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
NOR,Norway,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
NOR,Norway,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NOR,Norway,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,Norway,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
NPL,Nepal,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,0
NPL,Nepal,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,1
NPL,Nepal,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
NPL,Nepal,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NPL,Nepal,28156,Is this country on the FCV list?,Value,0,0,0,0,1,1,1,1,1,0,0,0,0
NPL,Nepal,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
NPL,Nepal,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
NRU,Nauru,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
NRU,Nauru,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
NRU,Nauru,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
NRU,Nauru,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
NZL,New Zealand,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
NZL,New Zealand,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
NZL,New Zealand,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NZL,New Zealand,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
OMN,Oman,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
OMN,Oman,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
OMN,Oman,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
OMN,Oman,28154,SIDS,Yes/No,,,,,,,,,,,,0,
OMN,Oman,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,Oman,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PAK,Pakistan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PAK,Pakistan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PAK,Pakistan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PAK,Pakistan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
PAK,Pakistan,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,Pakistan,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
PAK,Pakistan,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PAN,Panama,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PAN,Panama,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PAN,Panama,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PAN,Panama,28154,SIDS,Yes/No,,,,,,,,,,,,0,
PAN,Panama,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,Panama,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
PAN,Panama,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PER,Peru,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PER,Peru,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PER,Peru,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PER,Peru,28154,SIDS,Yes/No,,,,,,,,,,,,0,
PER,Peru,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PER,Peru,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
PER,Peru,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PHL,Philippines,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PHL,Philippines,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PHL,Philippines,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PHL,Philippines,28154,SIDS,Yes/No,,,,,,,,,,,,0,
PHL,Philippines,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PHL,Philippines,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
PHL,Philippines,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PLW,Palau,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PLW,Palau,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PLW,Palau,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PLW,Palau,28154,SIDS,Yes/No,,,,,,,,,,,,1,
PLW,Palau,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PLW,Palau,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PNG,Papua New Guinea,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
PNG,Papua New Guinea,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PNG,Papua New Guinea,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
PNG,Papua New Guinea,28154,SIDS,Yes/No,,,,,,,,,,,,1,
PNG,Papua New Guinea,28156,Is this country on the FCV list?,Value,1,1,1,0,1,0,0,0,0,0,0,1,1
PNG,Papua New Guinea,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
PNG,Papua New Guinea,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
POL,Poland,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
POL,Poland,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
POL,Poland,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
POL,Poland,28154,SIDS,Yes/No,,,,,,,,,,,,0,
POL,Poland,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,Poland,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PRI,Puerto Rico,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PRI,Puerto Rico,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PRI,Puerto Rico,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PRI,Puerto Rico,28154,SIDS,Yes/No,,,,,,,,,,,,1,
PRI,Puerto Rico,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PRI,Puerto Rico,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PRK,"Korea, Dem. People’s Rep.",28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
PRK,"Korea, Dem. People’s Rep.",28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
PRK,"Korea, Dem. People’s Rep.",28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
PRK,"Korea, Dem. People’s Rep.",28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,Portugal,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PRT,Portugal,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PRT,Portugal,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PRT,Portugal,28154,SIDS,Yes/No,,,,,,,,,,,,0,
PRT,Portugal,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,Portugal,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PRY,Paraguay,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
PRY,Paraguay,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PRY,Paraguay,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
PRY,Paraguay,28154,SIDS,Yes/No,,,,,,,,,,,,0,
PRY,Paraguay,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,Paraguay,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
PRY,Paraguay,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
PSE,West Bank and Gaza,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
PSE,West Bank and Gaza,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
PSE,West Bank and Gaza,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
PSE,West Bank and Gaza,28154,SIDS,Yes/No,,,,,,,,,,,,0,
PSE,West Bank and Gaza,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
PSE,West Bank and Gaza,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
PSE,West Bank and Gaza,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
PYF,French Polynesia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
PYF,French Polynesia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
PYF,French Polynesia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
PYF,French Polynesia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
QAT,Qatar,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
QAT,Qatar,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
QAT,Qatar,28154,SIDS,Yes/No,,,,,,,,,,,,0,
QAT,Qatar,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
ROU,Romania,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
ROU,Romania,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
ROU,Romania,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
ROU,Romania,28154,SIDS,Yes/No,,,,,,,,,,,,0,
ROU,Romania,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,Romania,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
ROU,Romania,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
RUS,Russian Federation,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
RUS,Russian Federation,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
RUS,Russian Federation,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
RUS,Russian Federation,28154,SIDS,Yes/No,,,,,,,,,,,,0,
RUS,Russian Federation,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
RUS,Russian Federation,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
RUS,Russian Federation,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
RWA,Rwanda,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
RWA,Rwanda,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
RWA,Rwanda,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
RWA,Rwanda,28154,SIDS,Yes/No,,,,,,,,,,,,0,
RWA,Rwanda,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
RWA,Rwanda,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
SAU,Saudi Arabia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SAU,Saudi Arabia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SAU,Saudi Arabia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SAU,Saudi Arabia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SAU,Saudi Arabia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,Saudi Arabia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SDN,Sudan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
SDN,Sudan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SDN,Sudan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
SDN,Sudan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SDN,Sudan,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
SDN,Sudan,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
SDN,Sudan,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SEN,Senegal,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SEN,Senegal,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SEN,Senegal,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SEN,Senegal,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SEN,Senegal,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,Senegal,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
SEN,Senegal,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SGP,Singapore,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SGP,Singapore,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SGP,Singapore,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SGP,Singapore,28154,SIDS,Yes/No,,,,,,,,,,,,1,
SGP,Singapore,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SGP,Singapore,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SLB,Solomon Islands,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
SLB,Solomon Islands,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SLB,Solomon Islands,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
SLB,Solomon Islands,28154,SIDS,Yes/No,,,,,,,,,,,,1,
SLB,Solomon Islands,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
SLB,Solomon Islands,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
SLB,Solomon Islands,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SLE,Sierra Leone,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
SLE,Sierra Leone,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SLE,Sierra Leone,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
SLE,Sierra Leone,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SLE,Sierra Leone,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
SLE,Sierra Leone,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
SLE,Sierra Leone,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SLV,El Salvador,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SLV,El Salvador,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SLV,El Salvador,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SLV,El Salvador,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SLV,El Salvador,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,El Salvador,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
SLV,El Salvador,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SMR,San Marino,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
SMR,San Marino,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
SMR,San Marino,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
SMR,San Marino,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,Somalia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
SOM,Somalia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SOM,Somalia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
SOM,Somalia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SOM,Somalia,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
SOM,Somalia,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
SOM,Somalia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SRB,Serbia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SRB,Serbia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SRB,Serbia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SRB,Serbia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SRB,Serbia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,Serbia,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
SRB,Serbia,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
SSD,South Sudan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
SSD,South Sudan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SSD,South Sudan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
SSD,South Sudan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SSD,South Sudan,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,1,1,1,1,1,1
SSD,South Sudan,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
SSD,South Sudan,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
STP,Sao Tome and Principe,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,
STP,Sao Tome and Principe,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,
STP,Sao Tome and Principe,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,
STP,Sao Tome and Principe,28154,SIDS,Yes/No,,,,,,,,,,,,1,
STP,Sao Tome and Principe,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,0,0,0,0,0,0,
STP,Sao Tome and Principe,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
STP,Sao Tome and Principe,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SUR,Suriname,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SUR,Suriname,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SUR,Suriname,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SUR,Suriname,28154,SIDS,Yes/No,,,,,,,,,,,,1,
SUR,Suriname,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,Suriname,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
SUR,Suriname,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SVK,Slovak Republic,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SVK,Slovak Republic,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SVK,Slovak Republic,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SVK,Slovak Republic,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SVK,Slovak Republic,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SVK,Slovak Republic,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
SVN,Slovenia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SVN,Slovenia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SVN,Slovenia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SVN,Slovenia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SVN,Slovenia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SVN,Slovenia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SWE,Sweden,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SWE,Sweden,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SWE,Sweden,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SWE,Sweden,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SWE,Sweden,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SWE,Sweden,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SWZ,Swaziland,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SWZ,Swaziland,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SWZ,Swaziland,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SWZ,Swaziland,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SWZ,Swaziland,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,Swaziland,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
SWZ,Swaziland,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
SXM,Sint Maarten (Dutch part),28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
SXM,Sint Maarten (Dutch part),28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
SXM,Sint Maarten (Dutch part),28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
SXM,Sint Maarten (Dutch part),28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
SYC,Seychelles,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SYC,Seychelles,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
SYC,Seychelles,28154,SIDS,Yes/No,,,,,,,,,,,,1,
SYC,Seychelles,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
SYR,Syrian Arab Republic,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
SYR,Syrian Arab Republic,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
SYR,Syrian Arab Republic,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
SYR,Syrian Arab Republic,28154,SIDS,Yes/No,,,,,,,,,,,,0,
SYR,Syrian Arab Republic,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,1,1,1,1,1,1
SYR,Syrian Arab Republic,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
SYR,Syrian Arab Republic,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TCA,Turks and Caicos Islands,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
TCA,Turks and Caicos Islands,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
TCA,Turks and Caicos Islands,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
TCA,Turks and Caicos Islands,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,Chad,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
TCD,Chad,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TCD,Chad,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
TCD,Chad,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TCD,Chad,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
TCD,Chad,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
TCD,Chad,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
TGO,Togo,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
TGO,Togo,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TGO,Togo,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
TGO,Togo,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TGO,Togo,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
TGO,Togo,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
TGO,Togo,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
THA,Thailand,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
THA,Thailand,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
THA,Thailand,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
THA,Thailand,28154,SIDS,Yes/No,,,,,,,,,,,,0,
THA,Thailand,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
THA,Thailand,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
THA,Thailand,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
TJK,Tajikistan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
TJK,Tajikistan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
TJK,Tajikistan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
TJK,Tajikistan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
TJK,Tajikistan,28156,Is this country on the FCV list?,Value,1,0,0,1,1,1,0,0,0,0,0,0,0
TJK,Tajikistan,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
TJK,Tajikistan,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
TKM,Turkmenistan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
TKM,Turkmenistan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
TKM,Turkmenistan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
