"country","project_code_in","component_code_in","section_code_in","cost_type","year","work_type","duration","length_km","cost_M_USD_per_km","rocks_wave","ccode","wb_region","inc_group","proj.component.section","project_country","project_idx","section_idx","section_code"
"Brazil","ICRA0102",NA,NA,"Actual","1998","Upgrading",NA,NA,0.172884298559786,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","ICRA0102 NA NA","Brazil ICRA0102",1549,563,"1549563"
"Brazil","RACA0378",NA,NA,"Estimate","2007","Asphalt Mix Resurfacing",NA,NA,0.0505352336165285,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0378 NA NA","Brazil RACA0378",1639,3112,"16393112"
"Brazil","RACA0452",NA,NA,"Estimate","2006","Surface Treatment Resurfacing",NA,NA,0.0602186023948127,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0452 NA NA","Brazil RACA0452",1660,3186,"16603186"
"Brazil","RACA0517",NA,NA,"Estimate","2006","Strengthening",NA,NA,0.121018836539039,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0517 NA NA","Brazil RACA0517",1680,3251,"16803251"
"Brazil","RACA0453",NA,NA,"Estimate","2006","Asphalt Mix Resurfacing",NA,NA,0.0691392561243806,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0453 NA NA","Brazil RACA0453",1661,3187,"16613187"
"Brazil","RACA0151",NA,NA,"Estimate","1992","Strengthening",NA,NA,0.09661460117016,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0151 NA NA","Brazil RACA0151",1612,2887,"16122887"
"Brazil","RACA0113",NA,NA,"Estimate","1997","Asphalt Mix Resurfacing",NA,NA,0.0701719110470026,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0113 NA NA","Brazil RACA0113",1574,2849,"15742849"
"Brazil","RACA0048",NA,NA,"Estimate","1997","Widening and Reconstruction",NA,NA,1.00773213954356,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0048 NA NA","Brazil RACA0048",1556,2786,"15562786"
"Brazil","ICRB0556",NA,NA,"Estimate","1991","Asphalt Mix Resurfacing",NA,NA,0.1008986959642,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","ICRB0556 NA NA","Brazil ICRB0556",1552,1261,"15521261"
"Brazil","RACA0623",NA,NA,"Estimate","2008","Surface Treatment Resurfacing",NA,NA,0.0590243156751932,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0623 NA NA","Brazil RACA0623",1692,3357,"16923357"
"Brazil","RACA0417",NA,NA,"Estimate","2008","Reconstruction",NA,NA,0.0891559784743906,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0417 NA NA","Brazil RACA0417",1651,3151,"16513151"
"Brazil","RACA0124",NA,NA,"Estimate","1996","Asphalt Mix Resurfacing",NA,NA,0.0631327024889561,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0124 NA NA","Brazil RACA0124",1585,2860,"15852860"
"Brazil","RACA0165",NA,NA,"Estimate","1994","Asphalt Mix Resurfacing",NA,NA,0.104511755547737,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0165 NA NA","Brazil RACA0165",1626,2901,"16262901"
"Brazil","RACA0451",NA,NA,"Estimate","2006","Surface Treatment Resurfacing",NA,NA,0.0203245792841754,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0451 NA NA","Brazil RACA0451",1659,3185,"16593185"
"Brazil","RACA0166",NA,NA,"Estimate","1994","Strengthening",NA,NA,0.128005147405369,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0166 NA NA","Brazil RACA0166",1627,2902,"16272902"
"Brazil","RACA0164",NA,NA,"Estimate","1994","Surface Treatment Resurfacing",NA,NA,0.0391556530960533,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0164 NA NA","Brazil RACA0164",1625,2900,"16252900"
"Brazil","RACA0460",NA,NA,"Estimate","2006","Strengthening",NA,NA,0.179013436854737,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0460 NA NA","Brazil RACA0460",1668,3194,"16683194"
"Brazil","RACA0461",NA,NA,"Estimate","2006","Strengthening",NA,NA,0.192052832023374,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0461 NA NA","Brazil RACA0461",1669,3195,"16693195"
"Brazil","RACA0162",NA,NA,"Estimate","1994","Routine Maintenance",NA,NA,0.00132439212230859,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0162 NA NA","Brazil RACA0162",1623,2898,"16232898"
"Brazil","ICRB0552",NA,NA,"Estimate","1993","Surface Treatment Resurfacing",NA,1550,0.0546200103312754,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","ICRB0552 NA NA","Brazil ICRB0552",1550,1257,"15501257"
"Brazil","ICRB0553",NA,NA,"Estimate","1993","Upgrading",NA,2650,0.141943543005726,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","ICRB0553 NA NA","Brazil ICRB0553",1551,1258,"15511258"
"Brazil","RACA0157",NA,NA,"Estimate","1993","Asphalt Mix Resurfacing",NA,NA,0.0938446299174749,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0157 NA NA","Brazil RACA0157",1618,2893,"16182893"
"Brazil","RACA0392",NA,NA,"Estimate","2007","Reconstruction",NA,NA,0.120007881093567,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0392 NA NA","Brazil RACA0392",1648,3126,"16483126"
"Brazil","RACA0524",NA,NA,"Estimate","2006","Reconstruction",NA,NA,0.208559343908432,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0524 NA NA","Brazil RACA0524",1687,3258,"16873258"
"Brazil","RACA0463",NA,NA,"Estimate","2006","Reconstruction",NA,NA,0.215138683392478,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0463 NA NA","Brazil RACA0463",1671,3197,"16713197"
"Brazil","RACA0526",NA,NA,"Estimate","2006","Reconstruction",NA,NA,0.25540534514935,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0526 NA NA","Brazil RACA0526",1689,3260,"16893260"
"Brazil","RACA0112",NA,NA,"Estimate","1997","Asphalt Mix Resurfacing",NA,NA,0.042942352689069,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0112 NA NA","Brazil RACA0112",1573,2848,"15732848"
"Brazil","RACA0114",NA,NA,"Estimate","1997","Strengthening",NA,NA,0.11115016444468,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0114 NA NA","Brazil RACA0114",1575,2850,"15752850"
"Brazil","RACA0167",NA,NA,"Estimate","1994","Strengthening",NA,NA,0.160683198631212,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0167 NA NA","Brazil RACA0167",1628,2903,"16282903"
"Brazil","RACA0624",NA,NA,"Estimate","2008","Asphalt Mix Resurfacing",NA,NA,0.0615891792826915,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0624 NA NA","Brazil RACA0624",1693,3358,"16933358"
"Brazil","RACA0150",NA,NA,"Estimate","1992","Asphalt Mix Resurfacing",NA,NA,0.0345198046464208,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0150 NA NA","Brazil RACA0150",1611,2886,"16112886"
"Brazil","RACA0462",NA,NA,"Estimate","2006","Reconstruction",NA,NA,0.192951896693655,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0462 NA NA","Brazil RACA0462",1670,3196,"16703196"
"Brazil","RACA0161",NA,NA,"Estimate","1993","Patching",NA,NA,NA,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0161 NA NA","Brazil RACA0161",1622,2897,"16222897"
"Brazil","RACA0158",NA,NA,"Estimate","1993","Patching",NA,NA,NA,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0158 NA NA","Brazil RACA0158",1619,2894,"16192894"
"Brazil","ICRA0101",NA,NA,"Actual","1998","Surface Treatment Resurfacing",NA,NA,0.0494899005601976,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","ICRA0101 NA NA","Brazil ICRA0101",1548,562,"1548562"
"Brazil","RACA0457",NA,NA,"Estimate","2006","Strengthening",NA,NA,0.156170096350643,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0457 NA NA","Brazil RACA0457",1665,3191,"16653191"
"Brazil","RACA0459",NA,NA,"Estimate","2006","Strengthening",NA,NA,0.172416352673251,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0459 NA NA","Brazil RACA0459",1667,3193,"16673193"
"Brazil","RACA0525",NA,NA,"Estimate","2006","Reconstruction",NA,NA,0.213015234598856,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0525 NA NA","Brazil RACA0525",1688,3259,"16883259"
"Brazil","RACA0160",NA,NA,"Estimate","1993","Surface Treatment Resurfacing",NA,NA,0.00674570278476564,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0160 NA NA","Brazil RACA0160",1621,2896,"16212896"
"Brazil","RACA0159",NA,NA,"Estimate","1993","Routine Maintenance",NA,NA,0.00197179990747279,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0159 NA NA","Brazil RACA0159",1620,2895,"16202895"
"Brazil","RACA0163",NA,NA,"Estimate","1994","Surface Treatment Resurfacing",NA,NA,0.0261037687307022,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0163 NA NA","Brazil RACA0163",1624,2899,"16242899"
"Brazil","RACA0111",NA,NA,"Estimate","1997","Surface Treatment Resurfacing",NA,NA,0.0281223307631117,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0111 NA NA","Brazil RACA0111",1572,2847,"15722847"
"Brazil","ICRA0039",NA,NA,"Actual","1996","Asphalt Mix Resurfacing",NA,NA,0.110137736039255,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","ICRA0039 NA NA","Brazil ICRA0039",1544,500,"1544500"
"Brazil","RACA0458",NA,NA,"Estimate","2006","Strengthening",NA,NA,0.127587332041317,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","RACA0458 NA NA","Brazil RACA0458",1666,3192,"16663192"
"Brazil","ICRA0100",NA,NA,"Actual","1999","Asphalt Mix Resurfacing",NA,NA,0.0848517334477211,"rocks_2008","BRA","Latin America & Caribbean","Upper middle income","ICRA0100 NA NA","Brazil ICRA0100",1547,561,"1547561"
"Bulgaria","RACA0587",NA,NA,"Estimate","2007","Reconstruction",NA,NA,0.24962914282898,"rocks_2008","BGR","Europe & Central Asia","Upper middle income","RACA0587 NA NA","Bulgaria RACA0587",1711,3321,"17113321"
"Bulgaria","RACA0588",NA,NA,"Estimate","2007","Reconstruction",NA,NA,0.384044835121507,"rocks_2008","BGR","Europe & Central Asia","Upper middle income","RACA0588 NA NA","Bulgaria RACA0588",1712,3322,"17123322"
"Bulgaria","RACA0583",NA,NA,"Estimate","2007","Routine Maintenance",NA,NA,0.0020642409887781,"rocks_2008","BGR","Europe & Central Asia","Upper middle income","RACA0583 NA NA","Bulgaria RACA0583",1707,3317,"17073317"
"Bulgaria","RACA0586",NA,NA,"Estimate","2007","Reconstruction",NA,NA,0.153617934048603,"rocks_2008","BGR","Europe & Central Asia","Upper middle income","RACA0586 NA NA","Bulgaria RACA0586",1710,3320,"17103320"
"Bulgaria","RACA0585",NA,NA,"Estimate","2007","Strengthening",NA,NA,0.0799773369140539,"rocks_2008","BGR","Europe & Central Asia","Upper middle income","RACA0585 NA NA","Bulgaria RACA0585",1709,3319,"17093319"
"Bulgaria","RACA0584",NA,NA,"Estimate","2007","Asphalt Mix Resurfacing",NA,NA,0.0470454923023847,"rocks_2008","BGR","Europe & Central Asia","Upper middle income","RACA0584 NA NA","Bulgaria RACA0584",1708,3318,"17083318"
"Burkina Faso","INFB0212",NA,NA,"Estimate","2006","Unsealed Preventive Treatment",NA,700,0.00969649133429447,"rocks_2008","BFA","Sub-Saharan Africa","Low income","INFB0212 NA NA","Burkina Faso INFB0212",1738,1662,"17381662"
"Burkina Faso","INFB0211",NA,NA,"Estimate","2006","Reconstruction",NA,911,0.0242412283357362,"rocks_2008","BFA","Sub-Saharan Africa","Low income","INFB0211 NA NA","Burkina Faso INFB0211",1737,1661,"17371661"
"Burkina Faso","INFB0210",NA,NA,"Estimate","2006","Reconstruction",NA,2616,0.0242412283357362,"rocks_2008","BFA","Sub-Saharan Africa","Low income","INFB0210 NA NA","Burkina Faso INFB0210",1736,1660,"17361660"
"Burkina Faso","RACA0691",NA,NA,"Estimate","2008","Reconstruction",NA,NA,0.602605741890844,"rocks_2008","BFA","Sub-Saharan Africa","Low income","RACA0691 NA NA","Burkina Faso RACA0691",1740,3425,"17403425"
"Burkina Faso","RACA0692",NA,NA,"Estimate","2008","Asphalt Mix Resurfacing",NA,NA,0.0561046725208717,"rocks_2008","BFA","Sub-Saharan Africa","Low income","RACA0692 NA NA","Burkina Faso RACA0692",1741,3426,"17413426"
"Burundi","INFB0237",NA,NA,"Estimate","2007","Reconstruction",NA,350,0.0241399610647805,"rocks_2008","BDI","Sub-Saharan Africa","Low income","INFB0237 NA NA","Burundi INFB0237",1746,1687,"17461687"
"Burundi","INFB0236",NA,NA,"Estimate","2007","Strengthening",NA,161.8,0.158436296318669,"rocks_2008","BDI","Sub-Saharan Africa","Low income","INFB0236 NA NA","Burundi INFB0236",1745,1686,"17451686"
"Burundi","AICD0099",NA,NA,"Actual","2006","Upgrading",NA,37,0.373252129182579,"rocks_2008","BDI","Sub-Saharan Africa","Low income","AICD0099 NA NA","Burundi AICD0099",1744,117,"1744117"
"Cambodia","RACA0678",NA,NA,"Estimate","2008","Asphalt Mix Resurfacing",NA,NA,0.0432005978410712,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","RACA0678 NA NA","Cambodia RACA0678",1762,3412,"17623412"
"Cambodia","INFB0213",NA,NA,"Estimate","2006","Routine Maintenance",NA,177.14,0.000387303348770398,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0213 NA NA","Cambodia INFB0213",1751,1663,"17511663"
"Cambodia","RACA0677",NA,NA,"Estimate","2008","Surface Treatment Resurfacing",NA,NA,0.0255276259969966,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","RACA0677 NA NA","Cambodia RACA0677",1761,3411,"17613411"
"Cambodia","RACA0675",NA,NA,"Estimate","2008","Grading",NA,NA,0.000176636210653211,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","RACA0675 NA NA","Cambodia RACA0675",1759,3409,"17593409"
"Cambodia","INFB0040",NA,NA,"Estimate","2002","Reconstruction",NA,21.5,0.286798729193278,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0040 NA NA","Cambodia INFB0040",1749,1490,"17491490"
"Cambodia","RACA0676",NA,NA,"Estimate","2008","Surface Treatment Resurfacing",NA,NA,0.0248730714842531,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","RACA0676 NA NA","Cambodia RACA0676",1760,3410,"17603410"
"Cambodia","INFB0214",NA,NA,"Estimate","2006","Routine Maintenance",NA,285.74,0.000375482451248777,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0214 NA NA","Cambodia INFB0214",1752,1664,"17521664"
"Cambodia","INFB0217",NA,NA,"Estimate","2006","Surface Treatment Resurfacing",NA,19.59,0.00458452490174351,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0217 NA NA","Cambodia INFB0217",1755,1667,"17551667"
"Cambodia","INFB0215",NA,NA,"Estimate","2006","Asphalt Mix Resurfacing",NA,105.351,0.0641641064666298,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0215 NA NA","Cambodia INFB0215",1753,1665,"17531665"
"Cambodia","INFB0216",NA,NA,"Estimate","2006","Asphalt Mix Resurfacing",NA,66.208,0.0293581336631155,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0216 NA NA","Cambodia INFB0216",1754,1666,"17541666"
"Cambodia","INFB0218",NA,NA,"Estimate","2006","Surface Treatment Resurfacing",NA,87.2,0.00393445931936569,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0218 NA NA","Cambodia INFB0218",1756,1668,"17561668"
"Cambodia","INFB0041",NA,NA,"Estimate","2002","Reconstruction",NA,4.4,0.310044885240119,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0041 NA NA","Cambodia INFB0041",1750,1491,"17501491"
"Cambodia","INFB0039",NA,NA,"Estimate","2002","Reconstruction",NA,89.3,0.296732050884411,"rocks_2008","KHM","East Asia & Pacific","Lower middle income","INFB0039 NA NA","Cambodia INFB0039",1748,1489,"17481489"
"Cameroon","ICRB0192",NA,NA,"Actual","2002","Surface Treatment Resurfacing",NA,258,0.0179072047044505,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","ICRB0192 NA NA","Cameroon ICRB0192",1776,897,"1776897"
"Cameroon","ICRB0191",NA,NA,"Estimate","1995","Surface Treatment Resurfacing",NA,1500,0.00655963034865182,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","ICRB0191 NA NA","Cameroon ICRB0191",1775,896,"1775896"
"Cameroon","AICD0100",NA,NA,"Actual","2006","Upgrading",NA,45,0.44910109005656,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","AICD0100 NA NA","Cameroon AICD0100",1766,118,"1766118"
"Cameroon","ICRB0187",NA,NA,"Estimate","1995","Strengthening",NA,300,0.0679816236133007,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","ICRB0187 NA NA","Cameroon ICRB0187",1771,892,"1771892"
"Cameroon","ICRA0207",NA,NA,"Actual","2000","Strengthening",NA,386,0.0838756476683938,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","ICRA0207 NA NA","Cameroon ICRA0207",1768,668,"1768668"
"Cameroon","ICRB0186",NA,NA,"Estimate","1995","Reconstruction",NA,615,0.0261803428549297,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","ICRB0186 NA NA","Cameroon ICRB0186",1770,891,"1770891"
"Cameroon","ICRB0190",NA,NA,"Actual","2002","Reconstruction",NA,60.629,0.189276253224191,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","ICRB0190 NA NA","Cameroon ICRB0190",1774,895,"1774895"
"Cameroon","AICD0108",NA,NA,"Actual","2006","Upgrading",NA,114,0.140439681217856,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","AICD0108 NA NA","Cameroon AICD0108",1767,126,"1767126"
"Cameroon","ICRA0208",NA,NA,"Actual","2000","Reconstruction",NA,663,0.0644796380090498,"rocks_2008","CMR","Sub-Saharan Africa","Lower middle income","ICRA0208 NA NA","Cameroon ICRA0208",1769,669,"1769669"
"Chad","INFB0088",NA,NA,"Estimate","2002","Gravel Resurfacing",NA,441,0.011247669142915,"rocks_2008","TCD","Sub-Saharan Africa","Low income","INFB0088 NA NA","Chad INFB0088",1817,1538,"18171538"
"Chad","INFB0087",NA,NA,"Estimate","2002","Strengthening",NA,287,0.0913014128398805,"rocks_2008","TCD","Sub-Saharan Africa","Low income","INFB0087 NA NA","Chad INFB0087",1816,1537,"18161537"
"Chad","ICRA0028",NA,NA,"Actual","1994","Reconstruction",NA,NA,0.0627859969094441,"rocks_2008","TCD","Sub-Saharan Africa","Low income","ICRA0028 NA NA","Chad ICRA0028",1814,489,"1814489"
"Chad","INFB0086",NA,NA,"Estimate","2002","Upgrading",NA,104,0.344617274905048,"rocks_2008","TCD","Sub-Saharan Africa","Low income","INFB0086 NA NA","Chad INFB0086",1815,1536,"18151536"
"Chad","ICRA0027",NA,NA,"Actual","1994","Widening and Reconstruction",NA,NA,1.78792936511659,"rocks_2008","TCD","Sub-Saharan Africa","Low income","ICRA0027 NA NA","Chad ICRA0027",1813,488,"1813488"
"Chile","ICRA0009",NA,NA,"Actual","1993","Widening and Reconstruction",NA,NA,0.299287012965169,"rocks_2008","CHL","Latin America & Caribbean","High income","ICRA0009 NA NA","Chile ICRA0009",1819,470,"1819470"
"Chile","RACA0303",NA,NA,"Actual","2001","Reconstruction",NA,NA,0.271124586258089,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0303 NA NA","Chile RACA0303",1849,3037,"18493037"
"Chile","RACA0302",NA,NA,"Actual","2001","Reconstruction",NA,NA,0.222888689717844,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0302 NA NA","Chile RACA0302",1848,3036,"18483036"
"Chile","ICRA0010",NA,NA,"Actual","1993","Upgrading",NA,NA,0.15157238328132,"rocks_2008","CHL","Latin America & Caribbean","High income","ICRA0010 NA NA","Chile ICRA0010",1820,471,"1820471"
"Chile","RACA0299",NA,NA,"Actual","2001","Surface Treatment Resurfacing",NA,NA,0.0461316460200331,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0299 NA NA","Chile RACA0299",1845,3033,"18453033"
"Chile","RACA0270",NA,NA,"Estimate","1993","Strengthening",NA,NA,0.12866436046825,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0270 NA NA","Chile RACA0270",1825,3005,"18253005"
"Chile","RACA0300",NA,NA,"Actual","2001","Asphalt Mix Resurfacing",NA,NA,0.136776283813782,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0300 NA NA","Chile RACA0300",1846,3034,"18463034"
"Chile","RACA0301",NA,NA,"Actual","2001","Strengthening",NA,NA,0.176433312848548,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0301 NA NA","Chile RACA0301",1847,3035,"18473035"
"Chile","RACA0297",NA,NA,"Actual","2001","Routine Maintenance",NA,NA,0.00154548220504509,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0297 NA NA","Chile RACA0297",1843,3031,"18433031"
"Chile","RACA0292",NA,NA,"Estimate","1989","Reconstruction",NA,NA,0.274895625713428,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0292 NA NA","Chile RACA0292",1838,3026,"18383026"
"Chile","RACA0298",NA,NA,"Actual","2001","Surface Treatment Resurfacing",NA,NA,0.0258984679410712,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0298 NA NA","Chile RACA0298",1844,3032,"18443032"
"Chile","RACA0271",NA,NA,"Estimate","1993","Reconstruction",NA,NA,0.0992015115406711,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0271 NA NA","Chile RACA0271",1826,3006,"18263006"
"Chile","RACA0269",NA,NA,"Estimate","1993","Asphalt Mix Resurfacing",NA,NA,0.0951342495675036,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0269 NA NA","Chile RACA0269",1824,3004,"18243004"
"Chile","RACA0273",NA,NA,"Estimate","1993","Reconstruction",NA,NA,0.253360660474874,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0273 NA NA","Chile RACA0273",1828,3008,"18283008"
"Chile","RACA0286",NA,NA,"Estimate","1989","Routine Maintenance",NA,NA,0.000791777439639125,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0286 NA NA","Chile RACA0286",1832,3020,"18323020"
"Chile","RACA0293",NA,NA,"Estimate","1989","Grading",NA,NA,6.80928598089647e-05,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0293 NA NA","Chile RACA0293",1839,3027,"18393027"
"Chile","RACA0272",NA,NA,"Estimate","1993","Reconstruction",NA,NA,0.233222753632118,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0272 NA NA","Chile RACA0272",1827,3007,"18273007"
"Chile","RACA0295",NA,NA,"Estimate","1989","Patching",NA,NA,NA,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0295 NA NA","Chile RACA0295",1841,3029,"18413029"
"Chile","RACA0307",NA,NA,"Actual","2001","Patching",NA,NA,NA,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0307 NA NA","Chile RACA0307",1853,3041,"18533041"
"Chile","RACA0368",NA,NA,"Estimate","2007","Surface Treatment Resurfacing",NA,NA,0.0219769656898283,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0368 NA NA","Chile RACA0368",1854,3102,"18543102"
"Chile","RACA0294",NA,NA,"Estimate","1989","Gravel Resurfacing",NA,NA,0.0253685491660376,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0294 NA NA","Chile RACA0294",1840,3028,"18403028"
"Chile","RACA0374",NA,NA,"Estimate","2007","Routine Maintenance",NA,NA,0.00563777817958373,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0374 NA NA","Chile RACA0374",1860,3108,"18603108"
"Chile","RACA0267",NA,NA,"Estimate","1993","Surface Treatment Resurfacing",NA,NA,0.0133922040579906,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0267 NA NA","Chile RACA0267",1822,3002,"18223002"
"Chile","RACA0276",NA,NA,"Estimate","1993","Patching",NA,NA,NA,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0276 NA NA","Chile RACA0276",1831,3011,"18313011"
"Chile","RACA0268",NA,NA,"Estimate","1993","Surface Treatment Resurfacing",NA,NA,0.0267844081159812,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0268 NA NA","Chile RACA0268",1823,3003,"18233003"
"Chile","RACA0291",NA,NA,"Estimate","1989","Reconstruction",NA,NA,0.0937511995179102,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0291 NA NA","Chile RACA0291",1837,3025,"18373025"
"Chile","RACA0373",NA,NA,"Estimate","2007","Strengthening",NA,NA,0.296319393658877,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0373 NA NA","Chile RACA0373",1859,3107,"18593107"
"Chile","RACA0372",NA,NA,"Estimate","2007","Strengthening",NA,NA,0.268428137508178,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0372 NA NA","Chile RACA0372",1858,3106,"18583106"
"Chile","RACA0306",NA,NA,"Actual","2001","Gravel Resurfacing",NA,NA,0.00628614354562816,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0306 NA NA","Chile RACA0306",1852,3040,"18523040"
"Chile","RACA0375",NA,NA,"Estimate","2007","Patching",NA,NA,NA,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0375 NA NA","Chile RACA0375",1861,3109,"18613109"
"Chile","RACA0369",NA,NA,"Estimate","2007","Asphalt Mix Resurfacing",NA,NA,0.114320546294795,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0369 NA NA","Chile RACA0369",1855,3103,"18553103"
"Chile","RACA0296",NA,NA,"Actual","2001","Routine Maintenance",NA,NA,0.00408211296913631,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0296 NA NA","Chile RACA0296",1842,3030,"18423030"
"Chile","RACA0371",NA,NA,"Estimate","2007","Strengthening",NA,NA,0.194432298901141,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0371 NA NA","Chile RACA0371",1857,3105,"18573105"
"Chile","RACA0275",NA,NA,"Estimate","1993","Gravel Resurfacing",NA,NA,0.0195685173450091,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0275 NA NA","Chile RACA0275",1830,3010,"18303010"
"Chile","RACA0266",NA,NA,"Estimate","1993","Routine Maintenance",NA,NA,0.00122303233406307,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0266 NA NA","Chile RACA0266",1821,3001,"18213001"
"Chile","RACA0290",NA,NA,"Estimate","1989","Strengthening",NA,NA,0.175017652367591,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0290 NA NA","Chile RACA0290",1836,3024,"18363024"
"Chile","RACA0288",NA,NA,"Estimate","1989","Surface Treatment Resurfacing",NA,NA,0.0312118666705743,"rocks_2008","CHL","Latin America & Caribbean","High income","RACA0288 NA NA","Chile RACA0288",1834,3022,"18343022"
