"country","project_code_in","component_code_in","section_code_in","cost_type","year","work_type","duration","length_km","cost_M_USD_per_km","rocks_wave","ccode","wb_region","inc_group","proj.component.section","project_country","project_idx","section_idx","section_code"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,0.779166666666667,1.30525953568696,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,0.978571428571429,1.23132615341038,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,1.03214285714286,1.09508964077558,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,0.95,2.74312314853999,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Actual","2011","Reconstruction",69,520,0.10420125438111,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,1.1,1.37183146045147,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,0.832,1.58994136496356,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,0.884615384615385,1.17970623501199,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,0.977777777777778,1.89888543710486,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Morocco","P082754","C1",NA,"Ratio","2004 / 2011","Reconstruction",1.27777777777778,0.925,1.48288389295584,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 NA","Morocco P082754",3267,2144,"32672144"
"Mozambique","P001785","C1",NA,"Ratio","2001 / 2007","Reconstruction",NA,0.6616,2.06578485453795,"rocks_2018","MOZ","Sub-Saharan Africa","Low income","P001785 C1 NA","Mozambique P001785",3282,1783,"32821783"
"Mozambique","P001785","C1",NA,"Estimate","2001","Reconstruction",0.09424,1250,0.09424,"rocks_2018","MOZ","Sub-Saharan Africa","Low income","P001785 C1 NA","Mozambique P001785",3282,1783,"32821783"
"Mozambique","P001785","C1",NA,"Actual","2007","Reconstruction",NA,827,0.194679564691657,"rocks_2018","MOZ","Sub-Saharan Africa","Low income","P001785 C1 NA","Mozambique P001785",3282,1783,"32821783"
"Namibia","AfDB loan number: F/NAM/ROD/92/1
","C1",NA,"Actual","1995","Upgrading",NA,75,0.323627249701314,"rocks_2018","NAM","Sub-Saharan Africa","Upper middle income","AfDB loan number: F/NAM/ROD/92/1
 C1 NA","Namibia AfDB loan number: F/NAM/ROD/92/1
",3295,11,"3295011"
"Namibia","AfDB loan number: F/NAM/ROD/92/1
","C1",NA,"Ratio","1991 / 1995","Upgrading",NA,1,1.14592982555914,"rocks_2018","NAM","Sub-Saharan Africa","Upper middle income","AfDB loan number: F/NAM/ROD/92/1
 C1 NA","Namibia AfDB loan number: F/NAM/ROD/92/1
",3295,11,"3295011"
"Namibia","AfDB loan number: F/NAM/ROD/92/1
","C1",NA,"Estimate","1991","Upgrading",NA,75,0.282414544488712,"rocks_2018","NAM","Sub-Saharan Africa","Upper middle income","AfDB loan number: F/NAM/ROD/92/1
 C1 NA","Namibia AfDB loan number: F/NAM/ROD/92/1
",3295,11,"3295011"
"Nepal","P045052","C1",NA,"Ratio","1999 / 2007","Surface Treatment Resurfacing",NA,1.55,2.75163912929452,"rocks_2018","NPL","South Asia","Low income","P045052 C1 NA","Nepal P045052",3303,1847,"33031847"
"Nepal","P083923","C1",NA,"Ratio","2005 / 2014","Routine Maintenance",NA,1.31428571428571,1.5333112911225,"rocks_2018","NPL","South Asia","Low income","P083923 C1 NA","Nepal P083923",3304,2211,"33042211"
"Nepal","P045052","C1",NA,"Estimate","1999","Surface Treatment Resurfacing",NA,160,0.0384375,"rocks_2018","NPL","South Asia","Low income","P045052 C1 NA","Nepal P045052",3303,1847,"33031847"
"Nepal","P045052","C1",NA,"Ratio","1999 / 2007","Surface Treatment Resurfacing",NA,1.4063829787234,1.3968286384535,"rocks_2018","NPL","South Asia","Low income","P045052 C1 NA","Nepal P045052",3303,1847,"33031847"
"Nepal","P083923","C1",NA,"Ratio","2005 / 2014","Upgrading",NA,2.17625,1.24777768660595,"rocks_2018","NPL","South Asia","Low income","P083923 C1 NA","Nepal P083923",3304,2211,"33042211"
"Nepal","P083923","C1",NA,"Ratio","2005 / 2014","Upgrading",NA,0.7,1.08571428571429,"rocks_2018","NPL","South Asia","Low income","P083923 C1 NA","Nepal P083923",3304,2211,"33042211"
"Nepal","P045052","C1",NA,"Actual","2007","Surface Treatment Resurfacing",NA,248,0.105766129032258,"rocks_2018","NPL","South Asia","Low income","P045052 C1 NA","Nepal P045052",3303,1847,"33031847"
"Nicaragua","P068673","C1",NA,"Ratio","2000 / 2007","Upgrading",NA,0.956666666666667,1.18802737080727,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P068673 C1 NA","Nicaragua P068673",3344,1974,"33441974"
"Nicaragua","P083952","C1",NA,"Estimate","2006","Strengthening",36,51,0.198627450980392,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P083952 C1 NA","Nicaragua P083952",3345,2215,"33452215"
"Nicaragua","P083952","C1",NA,"Ratio","2006 / 2015","Strengthening",NA,1.01117647058824,1.33649410485101,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P083952 C1 NA","Nicaragua P083952",3345,2215,"33452215"
"Nicaragua","P068673","C1",NA,"Actual","2007","Partial Widening and Reconstruction",NA,152.9,0.259646827992152,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P068673 C1 NA","Nicaragua P068673",3344,1974,"33441974"
"Nicaragua","P083952","C1",NA,"Actual","2015","Strengthening",NA,51.57,0.265464417296878,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P083952 C1 NA","Nicaragua P083952",3345,2215,"33452215"
"Nicaragua","P068673","C1",NA,"Ratio","2000 / 2007","Partial Widening and Reconstruction",NA,0.986451612903226,1.1056389653512,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P068673 C1 NA","Nicaragua P068673",3344,1974,"33441974"
"Nicaragua","P068673","C1",NA,"Estimate","2000","Partial Widening and Reconstruction",NA,155,0.234838709677419,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P068673 C1 NA","Nicaragua P068673",3344,1974,"33441974"
"Nicaragua","P083952","C1",NA,"Ratio","2006 / 2015","Routine Maintenance",NA,1.29032258064516,1.24365183246073,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P083952 C1 NA","Nicaragua P083952",3345,2215,"33452215"
"Nicaragua","P083952","C1",NA,"Ratio","2006 / 2015","Reconstruction",NA,1.128125,1.83615424870675,"rocks_2018","NIC","Latin America & Caribbean","Lower middle income","P083952 C1 NA","Nicaragua P083952",3345,2215,"33452215"
"Niger","0","C1",NA,"Estimate","1989","Surface Treatment Resurfacing",NA,147.9,0.0742386260308902,"rocks_2018","NER","Sub-Saharan Africa","Low income","0 C1 NA","Niger 0",3373,1,"3373001"
"Niger","0","C1",NA,"Ratio","1989 / 1999","Surface Treatment Resurfacing",NA,0.891142663962137,1.31106933505408,"rocks_2018","NER","Sub-Saharan Africa","Low income","0 C1 NA","Niger 0",3373,1,"3373001"
"Niger","0","C1",NA,"Actual","1999","Surface Treatment Resurfacing",NA,131.8,0.0973319860656478,"rocks_2018","NER","Sub-Saharan Africa","Low income","0 C1 NA","Niger 0",3373,1,"3373001"
"Nigeria","P074963","C1",NA,"Actual","2011","Strengthening",NA,690.8,0.229878401852924,"rocks_2018","NGA","Sub-Saharan Africa","Lower middle income","P074963 C1 NA","Nigeria P074963",3416,2062,"34162062"
"Nigeria","P074963","C1",NA,"Estimate","2002","Strengthening",NA,660,0.149242424242424,"rocks_2018","NGA","Sub-Saharan Africa","Lower middle income","P074963 C1 NA","Nigeria P074963",3416,2062,"34162062"
"Nigeria","P074963","C1",NA,"Ratio","2002 / 2011","Asphalt Mix Resurfacing",NA,1,1.03228640456842,"rocks_2018","NGA","Sub-Saharan Africa","Lower middle income","P074963 C1 NA","Nigeria P074963",3416,2062,"34162062"
"Nigeria","P074963","C1",NA,"Ratio","2002 / 2011","Asphalt Mix Resurfacing",NA,1.33118279569892,0.96484404933233,"rocks_2018","NGA","Sub-Saharan Africa","Lower middle income","P074963 C1 NA","Nigeria P074963",3416,2062,"34162062"
"Nigeria","P074963","C1",NA,"Ratio","2002 / 2011","Strengthening",NA,1.04666666666667,1.54030198195868,"rocks_2018","NGA","Sub-Saharan Africa","Lower middle income","P074963 C1 NA","Nigeria P074963",3416,2062,"34162062"
"Pakistan","P128966","C1",NA,"Ratio","2012 / 2016","Upgrading",NA,1,0.995555555555555,"rocks_2018","PAK","South Asia","Lower middle income","P128966 C1 NA","Pakistan P128966",3457,2374,"34572374"
"Pakistan","P128966","C1",NA,"Actual","2016","Upgrading",31,50,0.2688,"rocks_2018","PAK","South Asia","Lower middle income","P128966 C1 NA","Pakistan P128966",3457,2374,"34572374"
"Pakistan","P128966","C1",NA,"Estimate","2012","Upgrading",NA,50,0.27,"rocks_2018","PAK","South Asia","Lower middle income","P128966 C1 NA","Pakistan P128966",3457,2374,"34572374"
"Pakistan","P010556","C1",NA,"Ratio","2003 / 2013","Bituminous Pavement Preventive Treatment",NA,1.70833333333333,1.10436093290602,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 NA","Pakistan P010556",3455,1797,"34551797"
"Pakistan","P010556","C1",NA,"Ratio","2003 / 2013","Reconstruction",NA,0.931098696461825,0.944007870411071,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 NA","Pakistan P010556",3455,1797,"34551797"
"Pakistan","P010556","C1",NA,"Ratio","2003 / 2013","Reconstruction",NA,0.966292134831461,0.745169823571888,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 NA","Pakistan P010556",3455,1797,"34551797"
"Pakistan","P010556","C1",NA,"Ratio","2003 / 2013","Reconstruction",NA,1.02173913043478,0.837201222378005,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 NA","Pakistan P010556",3455,1797,"34551797"
"Pakistan","P010556","C1",NA,"Ratio","2003 / 2013","Widening and Reconstruction",NA,1,0.911678367563503,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 NA","Pakistan P010556",3455,1797,"34551797"
"Pakistan","P125584","C1",NA,"Ratio","2011 / 2016","Partial Widening and Reconstruction",1,1.47619047619048,0.97527300112966,"rocks_2018","PAK","South Asia","Lower middle income","P125584 C1 NA","Pakistan P125584",3456,2372,"34562372"
"Pakistan","P010556","C1",NA,"Ratio","2003 / 2013","Bituminous Pavement Preventive Treatment",NA,1.79032258064516,1.21064238732995,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 NA","Pakistan P010556",3455,1797,"34551797"
"Pakistan","P010556","C1",NA,"Ratio","2003 / 2013","Reconstruction",NA,1,1.36171137333426,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 NA","Pakistan P010556",3455,1797,"34551797"
"Papua New Guinea","P054238","C1",NA,"Actual","2008","Reconstruction",91.3333333333333,21,1.09952380952381,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P054238 C1 NA","Papua New Guinea P054238",3560,1862,"35601862"
"Papua New Guinea","P054238","C1",NA,"Ratio","1999 / 2008","Reconstruction",1.90277777777778,1,2.81929181929182,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P054238 C1 NA","Papua New Guinea P054238",3560,1862,"35601862"
"Papua New Guinea","P054238","C1",NA,"Estimate","1999","Reconstruction",48,21,0.39,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P054238 C1 NA","Papua New Guinea P054238",3560,1862,"35601862"
"Papua New Guinea","P004397","C1",NA,"Ratio","2002 / 2012","Reconstruction",NA,0.78,5.89406785865952,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P004397 C1 NA","Papua New Guinea P004397",3559,1784,"35591784"
"Papua New Guinea","P004397","C1",NA,"Ratio","2002 / 2012","Routine Maintenance",4,0.812727272727273,2.4156759522767,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P004397 C1 NA","Papua New Guinea P004397",3559,1784,"35591784"
"Papua New Guinea","P004397","C1",NA,"Ratio","2002 / 2012","Routine Maintenance",4,0.737777777777778,0.841849303657702,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P004397 C1 NA","Papua New Guinea P004397",3559,1784,"35591784"
"Papua New Guinea","P004397","C1",NA,"Ratio","2002 / 2012","Reconstruction",NA,1.41454545454545,3.85938187389664,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P004397 C1 NA","Papua New Guinea P004397",3559,1784,"35591784"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Reconstruction",1.06666666666667,0.31305114638448,4.70788732394366,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Reconstruction",1.89723435225619,0.142857142857143,6.52,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Reconstruction",1.25,0.293585526315789,4.77557880294975,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Strengthening",1,1,1.18913043478261,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Reconstruction",NA,0.423202130807931,1.45081030857255,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Strengthening",1.72840699815838,1,3.94595327102804,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Strengthening",NA,0.643595041322314,2.62728731942215,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Estimate","2006","Strengthening",NA,968,0.0448863636363636,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Actual","2016","Strengthening",NA,623,0.11792937399679,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Paraguay","P082026","C1",NA,"Ratio","2006 / 2016","Strengthening",1,1,1.74466019417476,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C1 NA","Paraguay P082026",3595,2129,"35952129"
"Peru","P078813","C1",NA,"Ratio","2005 / 2014","Reconstruction",NA,0.71,1.31062740076825,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P078813 C1 NA","Peru P078813",3629,2107,"36292107"
"Peru","P044601","C1",NA,"Ratio","2001 / 2007","Reconstruction",NA,1.31244755244755,0.806762191170598,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P044601 C1 NA","Peru P044601",3628,1832,"36281832"
"Peru","P078813","C1",NA,"Actual","2014","Reconstruction",NA,5103,0.027726827356457,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P078813 C1 NA","Peru P078813",3629,2107,"36292107"
"Peru","P095570","C1",NA,"Ratio","2006 / 2014","Reconstruction",NA,1.09233333333333,1.56175298391879,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P095570 C1 NA","Peru P095570",3630,2288,"36302288"
"Peru","P095570","C1",NA,"Ratio","2006 / 2014","Gravel Resurfacing",NA,0.797566765578635,1.63398590268508,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P095570 C1 NA","Peru P095570",3630,2288,"36302288"
"Peru","P078813","C1",NA,"Estimate","2005","Reconstruction",NA,4900,0.028334693877551,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P078813 C1 NA","Peru P078813",3629,2107,"36292107"
"Peru","P078813","C1",NA,"Ratio","2005 / 2014","Reconstruction",NA,1.04142857142857,0.978546917650816,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P078813 C1 NA","Peru P078813",3629,2107,"36292107"
"Peru","P044601","C1",NA,"Actual","2007","Reconstruction",NA,4692,0.0139236999147485,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P044601 C1 NA","Peru P044601",3628,1832,"36281832"
"Peru","P095570","C1",NA,"Estimate","2006","Gravel Resurfacing",NA,16850,0.00591097922848665,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P095570 C1 NA","Peru P095570",3630,2288,"36302288"
"Peru","P044601","C1",NA,"Estimate","2001","Reconstruction",NA,3575,0.0172587412587413,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P044601 C1 NA","Peru P044601",3628,1832,"36281832"
"Peru","P095570","C1",NA,"Actual","2014","Gravel Resurfacing",NA,13439,0.00965845673041149,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P095570 C1 NA","Peru P095570",3630,2288,"36302288"
"Peru","P095570","C1",NA,"Ratio","2006 / 2014","Reconstruction",NA,0.889056603773585,1.43953039049236,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P095570 C1 NA","Peru P095570",3630,2288,"36302288"
"Peru","P095570","C1",NA,"Ratio","2006 / 2014","Gravel Resurfacing",NA,0.696964285714286,1.82787148869643,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P095570 C1 NA","Peru P095570",3630,2288,"36302288"
"Peru","P044601","C1",NA,"Ratio","2001 / 2007","Routine Maintenance",NA,1.09299740644683,0.681594201950134,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P044601 C1 NA","Peru P044601",3628,1832,"36281832"
"Peru","P078813","C1",NA,"Ratio","2005 / 2014","Gravel Resurfacing",NA,1.31148148148148,1.13830118170003,"rocks_2018","PER","Latin America & Caribbean","Upper middle income","P078813 C1 NA","Peru P078813",3629,2107,"36292107"
"Philippines","P057731","C1",NA,"Ratio","2001 / 2011","Reconstruction",NA,1,0.957264957264957,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P057731 C1 NA","Philippines P057731",3678,1881,"36781881"
"Philippines","P057731","C1",NA,"Ratio","2001 / 2011","Reconstruction",NA,1,2.89293361884368,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P057731 C1 NA","Philippines P057731",3678,1881,"36781881"
"Philippines","P057731","C1",NA,"Ratio","2001 / 2011","Reconstruction",NA,1,0.751724137931035,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P057731 C1 NA","Philippines P057731",3678,1881,"36781881"
"Philippines","P057731","C1",NA,"Ratio","2001 / 2011","Reconstruction",NA,1,3.71220930232558,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P057731 C1 NA","Philippines P057731",3678,1881,"36781881"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Asphalt Mix Resurfacing",NA,1.0995670995671,1.88555402713215,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Upgrading",NA,1.00217391304348,1.84559501985388,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Upgrading",NA,0.31830985915493,3.24125671206941,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Upgrading",NA,1.00434782608696,0.823403268910977,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Upgrading",NA,1.00169491525424,1.35907130015554,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Asphalt Mix Resurfacing",NA,0.801444444444444,1.10596020284123,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Upgrading",NA,0.997647058823529,0.837082986944352,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Upgrading",NA,1.14347826086957,3.74375659546762,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Philippines","P039019","C1",NA,"Ratio","2000 / 2008","Upgrading",NA,1.12325581395349,1.35024289613662,"rocks_2018","PHL","East Asia & Pacific","Lower middle income","P039019 C1 NA","Philippines P039019",3677,1810,"36771810"
"Poland","P096214","C1",NA,"Ratio","2006 / 2012","Asphalt Mix Resurfacing",NA,1.22555555555556,0.888855109364227,"rocks_2018","POL","Europe & Central Asia","High income","P096214 C1 NA","Poland P096214",3831,2295,"38312295"
"Poland","P096214","C1",NA,"Estimate","2006","Asphalt Mix Resurfacing",NA,900,0.185555555555556,"rocks_2018","POL","Europe & Central Asia","High income","P096214 C1 NA","Poland P096214",3831,2295,"38312295"
"Poland","P096214","C1",NA,"Actual","2012","Asphalt Mix Resurfacing",NA,1103,0.164932003626473,"rocks_2018","POL","Europe & Central Asia","High income","P096214 C1 NA","Poland P096214",3831,2295,"38312295"
"Poland","P078170","C1",NA,"Ratio","2004 / 2009","Concrete Pavement Restoration",NA,1,0.840479192938209,"rocks_2018","POL","Europe & Central Asia","High income","P078170 C1 NA","Poland P078170",3830,2097,"38302097"
"Romania","P093812","C1",NA,"Estimate","2006","Surface Treatment Resurfacing",NA,2909,0.0386730835338604,"rocks_2018","ROU","Europe & Central Asia","Upper middle income","P093812 C1 NA","Romania P093812",4140,2268,"41402268"
"Romania","P093812","C1",NA,"Ratio","2006 / 2010","Surface Treatment Resurfacing",NA,0.755242351323479,1.47590593233197,"rocks_2018","ROU","Europe & Central Asia","Upper middle income","P093812 C1 NA","Romania P093812",4140,2268,"41402268"
"Romania","P093812","C1",NA,"Actual","2010","Surface Treatment Resurfacing",NA,2197,0.0570778334091944,"rocks_2018","ROU","Europe & Central Asia","Upper middle income","P093812 C1 NA","Romania P093812",4140,2268,"41402268"
"Rwanda","P079414","C1",NA,"Ratio","2007 / 2015","Partial Widening and Reconstruction",1.22222222222222,1,1.26552631578947,"rocks_2018","RWA","Sub-Saharan Africa","Low income","P079414 C1 NA","Rwanda P079414",4208,2115,"42082115"
"Samoa","P075523","C1",NA,"Ratio","2003 / 2014","Surface Treatment Resurfacing",1.26666666666667,0.9375,3.87809523809524,"rocks_2018","WSM","East Asia & Pacific","Upper middle income","P075523 C1 NA","Samoa P075523",4215,2074,"42152074"
"Samoa","P075523","C1",NA,"Ratio","2003 / 2014","Upgrading",0.333333333333333,1.00769230769231,3.83715012722646,"rocks_2018","WSM","East Asia & Pacific","Upper middle income","P075523 C1 NA","Samoa P075523",4215,2074,"42152074"
"Samoa","P075523","C1",NA,"Ratio","2003 / 2014","Widening",1,1,4.40725806451613,"rocks_2018","WSM","East Asia & Pacific","Upper middle income","P075523 C1 NA","Samoa P075523",4215,2074,"42152074"
"Senegal","P055472","C1",NA,"Actual","2009","Reconstruction",NA,27,3.24962962962963,"rocks_2018","SEN","Sub-Saharan Africa","Low income","P055472 C1 NA","Senegal P055472",4223,1863,"42231863"
"Senegal","P055472","C1",NA,"Estimate","2000","Reconstruction",NA,39,0.962564102564103,"rocks_2018","SEN","Sub-Saharan Africa","Low income","P055472 C1 NA","Senegal P055472",4223,1863,"42231863"
"Senegal","P055472","C1",NA,"Ratio","2000 / 2009","Reconstruction",NA,0.692307692307692,3.37601373349908,"rocks_2018","SEN","Sub-Saharan Africa","Low income","P055472 C1 NA","Senegal P055472",4223,1863,"42231863"
"Sierra Leone","P078389","C1",NA,"Ratio","2005 / 2014","Gravel Resurfacing",NA,0.743083003952569,1.68010309799363,"rocks_2018","SLE","Sub-Saharan Africa","Low income","P078389 C1 NA","Sierra Leone P078389",4246,2106,"42462106"
"Sierra Leone","P078389","C1",NA,"Actual","2014","Gravel Resurfacing",NA,376,0.0698936170212766,"rocks_2018","SLE","Sub-Saharan Africa","Low income","P078389 C1 NA","Sierra Leone P078389",4246,2106,"42462106"
"Sierra Leone","P078389","C1",NA,"Estimate","2005","Gravel Resurfacing",NA,506,0.041600790513834,"rocks_2018","SLE","Sub-Saharan Africa","Low income","P078389 C1 NA","Sierra Leone P078389",4246,2106,"42462106"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,0.70625,1.43632414450807,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,1,0.954090117274168,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,0.794736842105263,1.40626659651705,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,0.848484848484849,1.15978788112113,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,0.933333333333333,1.23140300876011,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,0.951020408163265,1.00731910451439,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,0.496153846153846,2.30249694978092,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
"South Sudan","P118579","C1",NA,"Ratio","2010 / 2013","Routine Maintenance",NA,0.447916666666667,1.70734894009217,"rocks_2018","SSD","Sub-Saharan Africa","Low income","P118579 C1 NA","South Sudan P118579",4251,2363,"42512363"
